Ticker,Date,Headline,Link,Sentiment_Score,Sentiment_Label
MSFT,2026-07-08 15:33:14,Nokia (NOK) Taps SAP and Microsoft: Cloud and AI in Focus,https://finance.yahoo.com/technology/ai/articles/nokia-nok-taps-sap-microsoft-153314352.html?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-09 06:00:00,Keeper Security surpasses $225M in ARR with transformative growth and is emerging as the market standard for AI-native identity security,https://finance.yahoo.com/technology/ai/articles/keeper-security-surpasses-225m-arr-060000697.html?.tsrc=rss,0.7506,Positive
GOOGL,2026-07-09 00:50:00,Why Broadcom Stock Fell 15% in June,https://www.fool.com/investing/2026/07/08/why-broadcom-stock-fell-15-in-june/?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-09 00:00:00,$130 Billion in AI Data Centers were Just Blocked. Where Does the AI Boom Go Now,https://finance.yahoo.com/technology/ai/articles/130-billion-ai-data-centers-000000041.html?.tsrc=rss,-0.2732,Negative
GOOGL,2026-07-08 23:11:00,Warren Buffett's Successor Greg Abel Has Poured More Than $20 Billion of Berkshire Hathaway's Cash Into Alphabet. This May Be Why.,https://www.fool.com/investing/2026/07/08/warren-buffetts-successor-greg-abel-has-poured-mor/?.tsrc=rss,0.2263,Positive
GOOGL,2026-07-08 22:25:00,The Stock Market Just Flashed a Warning Sign Only Seen Once Before in 155 Years -- and History is Very Clear About What Happens Next.,https://www.fool.com/investing/2026/07/08/the-stock-market-just-flashed-a-warning-sign-only/?.tsrc=rss,0.1263,Positive
GOOGL,2026-07-08 22:20:00,SK Hynix hits Nasdaq July 10. SKUU and SKDD are expected to launch on July 13.,https://finance.yahoo.com/markets/stocks/articles/sk-hynix-hits-nasdaq-july-222000695.html?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 21:45:02,Alphabet Inc. (GOOG) Sees a More Significant Dip Than Broader Market: Some Facts to Know,https://finance.yahoo.com/markets/stocks/articles/alphabet-inc-goog-sees-more-214502021.html?.tsrc=rss,0.2716,Positive
GOOGL,2026-07-08 21:20:00,Alphabet's Artificial Intelligence (AI) Spending Spree Is Great News for Nvidia,https://www.fool.com/investing/2026/07/08/alphabets-artificial-intelligence-ai-spending-spre/?.tsrc=rss,0.802,Positive
GOOGL,2026-07-08 21:03:00,Why SpaceX’s Multi-Billion Dollar Debt Sale Is Already Losing Money for Investors,https://finance.yahoo.com/m/03d6e2e3-2148-3889-a535-c038b89cee00/why-spacex%E2%80%99s-multi-billion.html?.tsrc=rss,-0.6249,Negative
GOOGL,2026-07-08 20:59:20,"As Cognizant Links Up with Google on AI Deal, Here’s How to Play CTSH Stock Now",https://www.barchart.com/story/news/3192900/as-cognizant-links-up-with-google-on-ai-deal-heres-how-to-play-ctsh-stock-now?.tsrc=rss,0.34,Positive
GOOGL,2026-07-08 20:25:00,The Reason Behind Blue Origin’s Eye-Popping Valuation,https://finance.yahoo.com/m/25f6cb01-bbe9-3ee0-82f1-0fdcb714265e/the-reason-behind-blue.html?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 19:36:29,The MediaTek Ghost Story Just Dropped the World’s Most Powerful Custom-Silicon Juggernaut Into a 25% Discount Zone,https://247wallst.com/investing/2026/07/08/the-mediatek-ghost-story-just-dropped-the-worlds-most-powerful-custom-silicon-juggernaut-into-a-25-discount-zone/?.tsrc=rss,0.2006,Positive
GOOGL,2026-07-08 19:28:38,Amazon’s $25 billion ‘surprise’ bond sale dangled extra yield to lure in buyers—and flashed a warning sign about the AI boom,https://finance.yahoo.com/markets/stocks/articles/amazon-25-billion-surprise-bond-192838890.html?.tsrc=rss,-0.34,Negative
GOOGL,2026-07-08 19:16:05,"Google Paid Him $986,000 in a Single Year. Here’s Why He Still Left: ‘Life-Changing Money’",https://www.entrepreneur.com/business-news/google-paid-him-986000-in-a-single-year-heres-why-he-still-left?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 18:25:00,Sterling Infrastructure Should Regain Momentum Soon,https://www.fool.com/investing/2026/07/08/sterling-infrastructure-should-regain-momentum-soo/?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 18:12:00,Google Bans Prediction Market Transactions Amid Backlash,https://www.cryptoprowl.com/releases/google-bans-prediction-market-transactions-amid-backlash-6104?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 18:04:00,Beyond Automotive: Healthcare Automation Drives the Next Leg for Robotics ETFs,https://finance.yahoo.com/healthcare/articles/beyond-automotive-healthcare-automation-drives-180400001.html?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 17:50:24,Sector Update: Consumer Stocks Lower in Afternoon Trading,https://finance.yahoo.com/markets/stocks/articles/sector-consumer-stocks-lower-afternoon-175024311.html?.tsrc=rss,-0.296,Negative
GOOGL,2026-07-08 17:45:08,Price Prediction: Intel Soared 450% in a Year. Will The Rally Continue?,https://247wallst.com/investing/2026/07/08/price-prediction-intel-soared-450-in-a-year-will-the-rally-continue/?.tsrc=rss,0.0,Neutral
GOOGL,2026-07-08 17:27:47,'Sticker Shock' Powers Open-Source AI Growth. What It Means For Top AI Stocks.,https://finance.yahoo.com/m/3e68c70d-cb74-3273-99d9-e3c7c7d332d7/%27sticker-shock%27-powers.html?.tsrc=rss,0.2023,Positive
AMZN,2026-07-09 05:19:10,Alexa+ Agentic Ads: Amazon Turns Your AI Assistant Into a Storefront,https://finance.yahoo.com/media-advertising/articles/alexa-agentic-ads-amazon-turns-051910240.html?.tsrc=rss,0.1779,Positive
AMZN,2026-07-09 02:06:00,"""Search, Not Discounts, Decided Amazon Prime Day 2026's Beauty Winners: Market Defense Report""",https://finance.yahoo.com/media-advertising/articles/search-not-discounts-decided-amazon-020600539.html?.tsrc=rss,0.7834,Positive
AMZN,2026-07-08 22:20:00,SK Hynix hits Nasdaq July 10. SKUU and SKDD are expected to launch on July 13.,https://finance.yahoo.com/markets/stocks/articles/sk-hynix-hits-nasdaq-july-222000695.html?.tsrc=rss,0.0,Neutral
AMZN,2026-07-08 22:07:27,The Pro-Focused Pivot That Puts Home Depot Stock's Core Engine At Risk,https://www.trefis.com/articles/605395/the-pro-focused-pivot-that-puts-home-depot-stocks-core-engine-at-risk/2026-07-08?.tsrc=rss,-0.2732,Negative
AMZN,2026-07-08 22:00:03,Amazon.com (AMZN) A Top AI Stock on Wall Street Radar Pursuing Broadband Service Opportunities,https://finance.yahoo.com/technology/ai/articles/amazon-com-amzn-top-ai-220003592.html?.tsrc=rss,0.5267,Positive
AMZN,2026-07-08 21:01:29,Jeff Bezos's Blue Origin is looking to fuel growth. What does that mean for rival SpaceX?,https://finance.yahoo.com/video/jeff-bezoss-blue-origin-is-looking-to-fuel-growth-what-does-that-mean-for-rival-spacex-210129232.html?.tsrc=rss,0.3818,Positive
AMZN,2026-07-08 20:22:17,OpenAI to release ChatGPT 5.6 models & 'GPT Live' on Thursday: What to know,https://finance.yahoo.com/video/openai-to-release-chatgpt-56-models--gpt-live-on-thursday-what-to-know-202217707.html?.tsrc=rss,0.0,Neutral
AMZN,2026-07-08 19:41:45,"Why Anthropic Could Be Worth $6T by 2027, Inside CCP-Affiliated Data Center Pushback, Amazon’s $25B Bond",https://blockspace.media/podcast/why-anthropic-could-be-worth-6t-by-2027-inside-ccp-affiliated-data-center-pushback-amazons-25b-bond/?.tsrc=rss,0.2263,Positive
AMZN,2026-07-08 19:39:36,Sector Update: Tech Stocks Rise Late Afternoon,https://finance.yahoo.com/markets/stocks/articles/sector-tech-stocks-rise-afternoon-193936783.html?.tsrc=rss,0.0,Neutral
AMZN,2026-07-08 19:28:38,Amazon’s $25 billion ‘surprise’ bond sale dangled extra yield to lure in buyers—and flashed a warning sign about the AI boom,https://finance.yahoo.com/markets/stocks/articles/amazon-25-billion-surprise-bond-192838890.html?.tsrc=rss,-0.34,Negative
